TotalPurchases,TotalSpending,AvgPurchaseValue
17,316,18.58823529411765
21,1400,66.66666666666667
27,1424,52.74074074074074
20,844,42.2
13,311,23.923076923076923
17,1149,67.58823529411765
8,129,16.125
5,32,6.4
14,299,21.357142857142858
13,320,24.615384615384617
16,441,27.5625
28,1178,42.07142857142857
6,85,14.166666666666666
4,24,6.0
8,112,14.0
5,30,6.0
16,410,25.625
24,800,33.333333333333336
20,1313,65.65
23,1483,64.47826086956522
17,1258,74.0
4,28,7.0
11,227,20.636363636363637
20,1555,77.75
23,861,37.43478260869565
8,103,12.875
19,634,33.36842105263158
19,1918,100.94736842105263
10,131,13.1
22,586,26.636363636363637
7,62,8.857142857142858
22,447,20.318181818181817
27,939,34.77777777777778
15,797,53.13333333333333
16,1143,71.4375
17,415,24.41176470588235
5,30,6.0
12,187,15.583333333333334
11,251,22.818181818181817
12,237,19.75
8,91,11.375
6,35,5.833333333333333
22,493,22.40909090909091
28,971,34.67857142857143
17,371,21.823529411764707
20,396,19.8
7,68,9.714285714285714
15,322,21.466666666666665
10,222,22.2
12,177,14.75
6,45,7.5
20,1899,94.95
6,22,3.6666666666666665
5,41,8.2
21,1440,68.57142857142857
17,325,19.11764705882353
10,95,9.5
5,42,8.4
6,72,12.0
7,20,2.857142857142857
23,789,34.30434782608695
4,15,3.75
8,59,7.375
22,908,41.27272727272727
14,417,29.785714285714285
15,289,19.266666666666666
21,769,36.61904761904762
10,188,18.8
14,354,25.285714285714285
26,727,27.96153846153846
11,146,13.272727272727273
16,319,19.9375
22,794,36.09090909090909
18,454,25.22222222222222
11,152,13.818181818181818
22,797,36.22727272727273
16,1690,105.625
4,20,5.0
21,1428,68.0
11,209,19.0
19,545,28.68421052631579
6,96,16.0
10,222,22.2
7,61,8.714285714285714
9,44,4.888888888888889
4,8,2.0
23,817,35.52173913043478
23,1371,59.608695652173914
5,42,8.4
5,60,12.0
9,78,8.666666666666666
4,23,5.75
4,19,4.75
7,61,8.714285714285714
14,449,32.07142857142857
5,37,7.4
5,38,7.6
23,1131,49.17391304347826
7,34,4.857142857142857
17,294,17.294117647058822
6,48,8.0
15,289,19.266666666666666
4,30,7.5
7,125,17.857142857142858
9,156,17.333333333333332
9,70,7.777777777777778
4,22,5.5
9,65,7.222222222222222
23,1930,83.91304347826087
23,2283,99.26086956521739
13,310,23.846153846153847
18,1319,73.27777777777777
26,879,33.80769230769231
17,1244,73.17647058823529
17,690,40.588235294117645
12,209,17.416666666666668
17,1134,66.70588235294117
23,1507,65.52173913043478
6,57,9.5
17,529,31.11764705882353
16,1091,68.1875
11,180,16.363636363636363
10,77,7.7
25,2349,93.96
18,534,29.666666666666668
21,556,26.476190476190474
25,637,25.48
5,46,9.2
9,44,4.888888888888889
5,47,9.4
22,795,36.13636363636363
21,586,27.904761904761905
20,1574,78.7
4,13,3.25
25,1471,58.84
8,65,8.125
12,175,14.583333333333334
5,40,8.0
18,1078,59.888888888888886
21,1115,53.095238095238095
9,134,14.88888888888889
23,1540,66.95652173913044
7,87,12.428571428571429
10,217,21.7
27,1034,38.2962962962963
31,1180,38.064516129032256
23,819,35.608695652173914
5,32,6.4
6,46,7.666666666666667
18,1159,64.38888888888889
25,860,34.4
15,1631,108.73333333333333
22,444,20.181818181818183
29,1910,65.86206896551724
18,380,21.11111111111111
30,736,24.533333333333335
15,269,17.933333333333334
29,2524,87.03448275862068
25,612,24.48
8,75,9.375
26,1045,40.19230769230769
6,55,9.166666666666666
21,1064,50.666666666666664
25,1443,57.72
30,1366,45.53333333333333
19,436,22.94736842105263
5,38,7.6
20,436,21.8
32,747,23.34375
22,1396,63.45454545454545
14,928,66.28571428571429
26,642,24.692307692307693
30,1048,34.93333333333333
24,943,39.291666666666664
27,907,33.592592592592595
18,1198,66.55555555555556
11,120,10.909090909090908
26,1658,63.76923076923077
22,1638,74.45454545454545
7,73,10.428571428571429
12,275,22.916666666666668
26,854,32.84615384615385
7,78,11.142857142857142
7,106,15.142857142857142
7,106,15.142857142857142
19,1923,101.21052631578948
22,1662,75.54545454545455
7,84,12.0
7,48,6.857142857142857
0,5,inf
32,733,22.90625
17,1234,72.58823529411765
9,112,12.444444444444445
15,1658,110.53333333333333
7,55,7.857142857142857
26,1513,58.19230769230769
17,271,15.941176470588236
27,904,33.48148148148148
11,120,10.909090909090908
8,103,12.875
17,269,15.823529411764707
5,22,4.4
16,1156,72.25
19,1086,57.1578947368421
28,1128,40.285714285714285
9,72,8.0
27,964,35.7037037037037
20,1383,69.15
4,18,4.5
24,793,33.041666666666664
7,100,14.285714285714286
6,80,13.333333333333334
8,167,20.875
20,677,33.85
4,23,5.75
7,92,13.142857142857142
16,641,40.0625
17,1106,65.05882352941177
14,1033,73.78571428571429
32,1174,36.6875
6,25,4.166666666666667
17,240,14.117647058823529
4,20,5.0
11,102,9.272727272727273
26,1034,39.76923076923077
9,156,17.333333333333332
21,458,21.80952380952381
4,17,4.25
21,792,37.714285714285715
8,92,11.5
16,407,25.4375
23,1269,55.17391304347826
23,841,36.56521739130435
23,633,27.52173913043478
25,1019,40.76
26,1315,50.57692307692308
8,54,6.75
18,2525,140.27777777777777
5,52,10.4
20,436,21.8
15,268,17.866666666666667
8,147,18.375
18,1798,99.88888888888889
8,137,17.125
17,507,29.823529411764707
4,15,3.75
17,1105,65.0
15,974,64.93333333333334
8,66,8.25
27,778,28.814814814814813
6,49,8.166666666666666
12,169,14.083333333333334
12,299,24.916666666666668
17,221,13.0
25,1682,67.28
10,155,15.5
13,892,68.61538461538461
5,58,11.6
15,311,20.733333333333334
7,95,13.571428571428571
19,424,22.31578947368421
12,47,3.9166666666666665
15,339,22.6
21,1410,67.14285714285714
6,35,5.833333333333333
20,562,28.1
24,2352,98.0
20,1334,66.7
6,32,5.333333333333333
7,41,5.857142857142857
5,39,7.8
25,1141,45.64
24,710,29.583333333333332
19,401,21.105263157894736
17,506,29.764705882352942
21,1538,73.23809523809524
6,57,9.5
19,1722,90.63157894736842
15,270,18.0
6,31,5.166666666666667
24,882,36.75
4,16,4.0
14,311,22.214285714285715
11,227,20.636363636363637
31,1152,37.16129032258065
8,122,15.25
9,77,8.555555555555555
19,1289,67.84210526315789
24,561,23.375
13,211,16.23076923076923
12,233,19.416666666666668
21,1092,52.0
17,601,35.35294117647059
10,54,5.4
7,78,11.142857142857142
26,1095,42.11538461538461
13,244,18.76923076923077
9,116,12.88888888888889
4,15,3.75
16,425,26.5625
26,734,28.23076923076923
19,638,33.578947368421055
22,894,40.63636363636363
7,41,5.857142857142857
5,31,6.2
5,34,6.8
18,1750,97.22222222222223
25,612,24.48
5,29,5.8
21,823,39.19047619047619
4,20,5.0
16,396,24.75
21,813,38.714285714285715
20,1179,58.95
10,138,13.8
9,55,6.111111111111111
22,1511,68.68181818181819
9,117,13.0
6,32,5.333333333333333
6,67,11.166666666666666
15,335,22.333333333333332
22,825,37.5
23,694,30.17391304347826
17,1792,105.41176470588235
24,496,20.666666666666668
13,231,17.76923076923077
24,902,37.583333333333336
9,68,7.555555555555555
6,71,11.833333333333334
6,76,12.666666666666666
22,772,35.09090909090909
9,47,5.222222222222222
25,1586,63.44
34,1529,44.970588235294116
13,265,20.384615384615383
18,1603,89.05555555555556
22,2091,95.04545454545455
21,981,46.714285714285715
34,1533,45.088235294117645
7,82,11.714285714285714
14,244,17.428571428571427
5,36,7.2
16,404,25.25
6,71,11.833333333333334
23,1572,68.34782608695652
11,122,11.090909090909092
10,41,4.1
4,10,2.5
13,304,23.384615384615383
5,37,7.4
16,1754,109.625
25,815,32.6
27,1001,37.074074074074076
22,1157,52.59090909090909
21,688,32.76190476190476
19,1319,69.42105263157895
4,21,5.25
4,31,7.75
6,67,11.166666666666666
21,708,33.714285714285715
4,25,6.25
11,746,67.81818181818181
5,32,6.4
25,1695,67.8
28,1080,38.57142857142857
9,72,8.0
10,57,5.7
25,660,26.4
11,103,9.363636363636363
11,153,13.909090909090908
32,1220,38.125
13,279,21.46153846153846
20,745,37.25
12,264,22.0
22,2157,98.04545454545455
23,1526,66.34782608695652
6,69,11.5
26,1597,61.42307692307692
8,64,8.0
18,497,27.61111111111111
17,1067,62.76470588235294
7,31,4.428571428571429
14,211,15.071428571428571
25,877,35.08
4,11,2.75
25,2034,81.36
19,1991,104.78947368421052
24,1686,70.25
17,324,19.058823529411764
9,69,7.666666666666667
16,252,15.75
5,54,10.8
27,964,35.7037037037037
28,1327,47.392857142857146
7,68,9.714285714285714
5,60,12.0
5,55,11.0
21,1456,69.33333333333333
18,563,31.27777777777778
26,1504,57.84615384615385
19,564,29.68421052631579
23,1125,48.91304347826087
17,358,21.058823529411764
5,42,8.4
10,184,18.4
19,460,24.210526315789473
8,145,18.125
25,1376,55.04
23,792,34.43478260869565
23,1382,60.08695652173913
4,28,7.0
24,1033,43.041666666666664
23,882,38.34782608695652
15,2231,148.73333333333332
19,1101,57.94736842105263
16,369,23.0625
5,48,9.6
19,467,24.57894736842105
8,44,5.5
10,38,3.8
9,81,9.0
10,167,16.7
7,45,6.428571428571429
21,664,31.61904761904762
20,622,31.1
7,48,6.857142857142857
16,461,28.8125
26,1073,41.26923076923077
8,55,6.875
26,976,37.53846153846154
5,20,4.0
17,1149,67.58823529411765
6,43,7.166666666666667
10,224,22.4
9,101,11.222222222222221
10,209,20.9
21,968,46.095238095238095
17,1165,68.52941176470588
5,24,4.8
16,252,15.75
12,165,13.75
13,269,20.692307692307693
7,102,14.571428571428571
19,461,24.263157894736842
7,47,6.714285714285714
10,144,14.4
24,1338,55.75
25,917,36.68
17,318,18.705882352941178
14,253,18.071428571428573
20,502,25.1
7,119,17.0
29,1250,43.10344827586207
24,969,40.375
9,76,8.444444444444445
7,62,8.857142857142858
26,1382,53.15384615384615
7,84,12.0
14,255,18.214285714285715
5,43,8.6
14,398,28.428571428571427
8,76,9.5
15,902,60.13333333333333
21,823,39.19047619047619
26,1179,45.34615384615385
29,1921,66.24137931034483
10,185,18.5
23,433,18.82608695652174
6,34,5.666666666666667
27,907,33.592592592592595
25,416,16.64
10,44,4.4
17,1588,93.41176470588235
17,1797,105.70588235294117
6,40,6.666666666666667
21,1143,54.42857142857143
14,914,65.28571428571429
12,1502,125.16666666666667
20,1338,66.9
5,27,5.4
22,763,34.68181818181818
22,1331,60.5
19,525,27.63157894736842
4,9,2.25
16,953,59.5625
7,68,9.714285714285714
10,131,13.1
23,882,38.34782608695652
25,1149,45.96
5,37,7.4
15,388,25.866666666666667
16,1428,89.25
24,1633,68.04166666666667
10,173,17.3
9,99,11.0
12,215,17.916666666666668
31,929,29.967741935483872
12,219,18.25
12,174,14.5
9,92,10.222222222222221
25,1052,42.08
14,275,19.642857142857142
16,587,36.6875
33,1662,50.36363636363637
11,159,14.454545454545455
18,1024,56.888888888888886
7,35,5.0
15,1042,69.46666666666667
19,395,20.789473684210527
23,557,24.217391304347824
15,9,0.6
6,69,11.5
18,486,27.0
6,34,5.666666666666667
28,1365,48.75
4,13,3.25
21,1401,66.71428571428571
14,1574,112.42857142857143
20,1323,66.15
32,1217,38.03125
7,103,14.714285714285714
7,84,12.0
23,1536,66.78260869565217
18,581,32.27777777777778
14,928,66.28571428571429
4,14,3.5
15,424,28.266666666666666
14,960,68.57142857142857
20,1555,77.75
29,656,22.620689655172413
9,55,6.111111111111111
5,20,4.0
17,367,21.58823529411765
22,2257,102.5909090909091
7,42,6.0
26,1049,40.34615384615385
7,48,6.857142857142857
25,685,27.4
5,39,7.8
5,43,8.6
21,835,39.76190476190476
20,1515,75.75
26,1039,39.96153846153846
26,1596,61.38461538461539
18,1828,101.55555555555556
6,34,5.666666666666667
10,149,14.9
23,946,41.130434782608695
6,28,4.666666666666667
17,450,26.470588235294116
5,46,9.2
16,1702,106.375
25,820,32.8
15,382,25.466666666666665
20,2126,106.3
20,2069,103.45
7,72,10.285714285714286
28,732,26.142857142857142
11,801,72.81818181818181
12,236,19.666666666666668
5,80,16.0
15,1685,112.33333333333333
27,277,10.25925925925926
18,507,28.166666666666668
7,68,9.714285714285714
5,49,9.8
15,397,26.466666666666665
9,39,4.333333333333333
14,306,21.857142857142858
14,976,69.71428571428571
28,1028,36.714285714285715
7,70,10.0
5,46,9.2
5,51,10.2
21,1263,60.142857142857146
22,1490,67.72727272727273
24,1564,65.16666666666667
18,1815,100.83333333333333
31,1198,38.645161290322584
23,416,18.08695652173913
6,85,14.166666666666666
8,47,5.875
8,137,17.125
4,21,5.25
6,70,11.666666666666666
22,909,41.31818181818182
22,1676,76.18181818181819
26,1735,66.73076923076923
30,1191,39.7
5,24,4.8
20,1182,59.1
14,1280,91.42857142857143
19,1336,70.3157894736842
24,749,31.208333333333332
7,91,13.0
15,414,27.6
9,44,4.888888888888889
8,63,7.875
23,901,39.17391304347826
6,38,6.333333333333333
20,455,22.75
24,775,32.291666666666664
4,15,3.75
6,38,6.333333333333333
22,1512,68.72727272727273
5,43,8.6
5,42,8.4
23,1089,47.34782608695652
9,162,18.0
19,1272,66.94736842105263
20,1173,58.65
22,816,37.09090909090909
9,74,8.222222222222221
9,134,14.88888888888889
9,157,17.444444444444443
18,561,31.166666666666668
19,1336,70.3157894736842
23,2092,90.95652173913044
16,463,28.9375
17,1130,66.47058823529412
5,20,4.0
18,377,20.944444444444443
28,1544,55.142857142857146
10,138,13.8
26,1012,38.92307692307692
15,1766,117.73333333333333
9,45,5.0
10,161,16.1
8,144,18.0
26,1734,66.6923076923077
22,823,37.40909090909091
28,1138,40.642857142857146
21,1429,68.04761904761905
21,1371,65.28571428571429
16,982,61.375
5,44,8.8
17,318,18.705882352941178
16,434,27.125
12,198,16.5
25,359,14.36
18,576,32.0
11,88,8.0
6,63,10.5
4,27,6.75
11,193,17.545454545454547
9,101,11.222222222222221
21,2211,105.28571428571429
8,140,17.5
22,415,18.863636363636363
4,22,5.5
16,263,16.4375
12,393,32.75
10,147,14.7
16,443,27.6875
19,1958,103.05263157894737
10,174,17.4
27,2217,82.11111111111111
16,1691,105.6875
6,25,4.166666666666667
21,809,38.523809523809526
16,895,55.9375
18,484,26.88888888888889
18,413,22.944444444444443
12,331,27.583333333333332
5,25,5.0
4,13,3.25
10,115,11.5
4,16,4.0
9,92,10.222222222222221
7,52,7.428571428571429
23,1464,63.65217391304348
17,441,25.941176470588236
12,283,23.583333333333332
23,747,32.47826086956522
17,1870,110.0
11,165,15.0
24,1941,80.875
27,839,31.074074074074073
25,1655,66.2
4,23,5.75
6,66,11.0
8,37,4.625
6,21,3.5
4,22,5.5
9,78,8.666666666666666
6,79,13.166666666666666
17,265,15.588235294117647
19,1175,61.8421052631579
28,1305,46.607142857142854
8,46,5.75
4,25,6.25
5,46,9.2
26,874,33.61538461538461
10,100,10.0
25,930,37.2
23,868,37.73913043478261
9,45,5.0
29,1260,43.44827586206897
12,414,34.5
15,392,26.133333333333333
29,1109,38.241379310344826
22,639,29.045454545454547
6,79,13.166666666666666
24,1665,69.375
18,692,38.44444444444444
29,1392,48.0
7,44,6.285714285714286
6,50,8.333333333333334
21,467,22.238095238095237
12,223,18.583333333333332
9,158,17.555555555555557
28,1211,43.25
14,1575,112.5
22,1208,54.90909090909091
5,43,8.6
21,527,25.095238095238095
15,932,62.13333333333333
8,71,8.875
5,54,10.8
7,129,18.428571428571427
27,1615,59.81481481481482
26,1034,39.76923076923077
25,1088,43.52
10,137,13.7
17,1244,73.17647058823529
7,41,5.857142857142857
32,1174,36.6875
15,993,66.2
7,100,14.285714285714286
17,1680,98.82352941176471
9,98,10.88888888888889
5,48,9.6
19,519,27.31578947368421
20,715,35.75
5,37,7.4
20,653,32.65
21,1455,69.28571428571429
19,602,31.68421052631579
5,26,5.2
7,102,14.571428571428571
9,176,19.555555555555557
17,433,25.470588235294116
30,1366,45.53333333333333
27,1001,37.074074074074076
18,961,53.388888888888886
23,1518,66.0
8,56,7.0
4,22,5.5
21,400,19.047619047619047
4,26,6.5
13,350,26.923076923076923
22,1216,55.27272727272727
26,874,33.61538461538461
5,40,8.0
19,1367,71.94736842105263
15,264,17.6
20,2053,102.65
10,1376,137.6
5,45,9.0
27,976,36.148148148148145
6,51,8.5
20,1264,63.2
7,75,10.714285714285714
7,57,8.142857142857142
8,140,17.5
19,497,26.157894736842106
13,266,20.46153846153846
21,2006,95.52380952380952
23,615,26.73913043478261
24,1021,42.541666666666664
6,22,3.6666666666666665
7,133,19.0
19,437,23.0
26,1013,38.96153846153846
7,57,8.142857142857142
27,1038,38.44444444444444
22,1573,71.5
4,28,7.0
9,123,13.666666666666666
4,13,3.25
10,132,13.2
23,732,31.82608695652174
7,66,9.428571428571429
24,1631,67.95833333333333
18,608,33.77777777777778
18,1822,101.22222222222223
23,1282,55.73913043478261
4,8,2.0
5,43,8.6
20,1931,96.55
8,103,12.875
17,1169,68.76470588235294
15,395,26.333333333333332
15,258,17.2
5,25,5.0
10,185,18.5
11,180,16.363636363636363
5,22,4.4
7,44,6.285714285714286
12,94,7.833333333333333
7,81,11.571428571428571
28,798,28.5
19,1334,70.21052631578948
5,38,7.6
11,61,5.545454545454546
16,300,18.75
8,88,11.0
7,54,7.714285714285714
16,1782,111.375
11,68,6.181818181818182
15,258,17.2
5,31,6.2
8,66,8.25
13,174,13.384615384615385
5,28,5.6
22,731,33.22727272727273
12,274,22.833333333333332
26,1701,65.42307692307692
13,312,24.0
20,414,20.7
23,1565,68.04347826086956
6,29,4.833333333333333
8,94,11.75
20,1338,66.9
14,1092,78.0
18,1479,82.16666666666667
5,54,10.8
18,568,31.555555555555557
27,1199,44.407407407407405
23,873,37.95652173913044
17,1213,71.3529411764706
22,731,33.22727272727273
19,2043,107.52631578947368
17,1893,111.3529411764706
19,424,22.31578947368421
15,575,38.333333333333336
12,257,21.416666666666668
9,56,6.222222222222222
21,542,25.80952380952381
7,125,17.857142857142858
9,69,7.666666666666667
5,40,8.0
28,1016,36.285714285714285
23,907,39.43478260869565
24,1566,65.25
17,1169,68.76470588235294
7,46,6.571428571428571
25,1644,65.76
5,59,11.8
4,17,4.25
25,1853,74.12
22,1528,69.45454545454545
10,35,3.5
8,141,17.625
17,546,32.11764705882353
20,500,25.0
10,61,6.1
8,106,13.25
26,704,27.076923076923077
19,424,22.31578947368421
23,849,36.91304347826087
6,85,14.166666666666666
15,199,13.266666666666667
20,1147,57.35
10,54,5.4
5,43,8.6
6,53,8.833333333333334
22,521,23.681818181818183
18,1623,90.16666666666667
7,45,6.428571428571429
19,1435,75.52631578947368
1,32,32.0
4,16,4.0
7,52,7.428571428571429
17,1234,72.58823529411765
4,15,3.75
17,415,24.41176470588235
18,470,26.11111111111111
21,1438,68.47619047619048
11,53,4.818181818181818
9,51,5.666666666666667
22,679,30.863636363636363
22,586,26.636363636363637
26,653,25.115384615384617
19,468,24.63157894736842
7,50,7.142857142857143
9,84,9.333333333333334
27,1049,38.851851851851855
4,22,5.5
4,30,7.5
18,1341,74.5
22,444,20.181818181818183
19,1241,65.3157894736842
23,843,36.65217391304348
11,172,15.636363636363637
